,,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count
dt_15,,2000-01-01 03:00:00-08:00,2000-01-01 03:15:00-08:00,2000-01-01 03:30:00-08:00,2000-01-01 03:45:00-08:00,2000-01-01 04:00:00-08:00,2000-01-01 04:15:00-08:00,2000-01-01 04:30:00-08:00,2000-01-01 04:45:00-08:00,2000-01-01 05:00:00-08:00,2000-01-01 05:15:00-08:00,2000-01-01 05:30:00-08:00,2000-01-01 05:45:00-08:00,2000-01-01 06:00:00-08:00,2000-01-01 06:15:00-08:00,2000-01-01 06:30:00-08:00,2000-01-01 06:45:00-08:00,2000-01-01 07:00:00-08:00,2000-01-01 07:15:00-08:00,2000-01-01 07:30:00-08:00,2000-01-01 07:45:00-08:00,2000-01-01 08:00:00-08:00,2000-01-01 08:15:00-08:00,2000-01-01 08:30:00-08:00,2000-01-01 08:45:00-08:00,2000-01-01 09:00:00-08:00,2000-01-01 09:15:00-08:00,2000-01-01 09:30:00-08:00,2000-01-01 09:45:00-08:00,2000-01-01 10:00:00-08:00,2000-01-01 10:15:00-08:00,2000-01-01 10:30:00-08:00,2000-01-01 10:45:00-08:00,2000-01-01 11:00:00-08:00,2000-01-01 11:15:00-08:00,2000-01-01 11:30:00-08:00,2000-01-01 11:45:00-08:00,2000-01-01 12:00:00-08:00,2000-01-01 12:15:00-08:00,2000-01-01 12:30:00-08:00,2000-01-01 12:45:00-08:00,2000-01-01 13:00:00-08:00,2000-01-01 13:15:00-08:00,2000-01-01 13:30:00-08:00,2000-01-01 13:45:00-08:00,2000-01-01 14:00:00-08:00,2000-01-01 14:15:00-08:00,2000-01-01 14:30:00-08:00,2000-01-01 14:45:00-08:00,2000-01-01 15:00:00-08:00,2000-01-01 15:15:00-08:00,2000-01-01 15:30:00-08:00,2000-01-01 15:45:00-08:00,2000-01-01 16:00:00-08:00,2000-01-01 16:15:00-08:00,2000-01-01 16:30:00-08:00,2000-01-01 16:45:00-08:00,2000-01-01 17:00:00-08:00,2000-01-01 17:15:00-08:00,2000-01-01 17:30:00-08:00,2000-01-01 17:45:00-08:00,2000-01-01 18:00:00-08:00,2000-01-01 18:15:00-08:00,2000-01-01 18:30:00-08:00,2000-01-01 18:45:00-08:00,2000-01-01 19:00:00-08:00,2000-01-01 19:15:00-08:00,2000-01-01 19:30:00-08:00,2000-01-01 19:45:00-08:00,2000-01-01 20:00:00-08:00,2000-01-01 20:15:00-08:00,2000-01-01 20:30:00-08:00,2000-01-01 20:45:00-08:00,2000-01-01 21:00:00-08:00,2000-01-01 21:15:00-08:00,2000-01-01 21:30:00-08:00,2000-01-01 21:45:00-08:00,2000-01-01 22:00:00-08:00,2000-01-01 22:15:00-08:00,2000-01-01 22:30:00-08:00,2000-01-01 22:45:00-08:00,2000-01-01 23:00:00-08:00,2000-01-01 23:15:00-08:00,2000-01-01 23:30:00-08:00,2000-01-01 23:45:00-08:00
CentroidID_O,CentroidID_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,7,4,5,17,27,42,45,55,52,49,65,57,27,22,17,14,17,15,11,12,13,11,11,15,14,9,14,15,17,8,14,9,15,14,12,11,10,10,9,11,11,14,11,19,9,15,15,20,15,13,20,11,7,11,11,6,10,4,6,5,7,3,2
13,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,3,0,1,2,0,6,3,3,4,4,1,4,2,2,2,1,4,5,1,3,4,4,5,1,3,2,2,3,1,3,5,0,3,2,5,5,6,9,5,4,3,7,6,6,3,6,2,6,5,3,4,5,7,4,4,3,1,1
13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,1,1,0,0,3,0,2,0,1,1,0,0,3,0,1,0,0,1,0,3,0,3,0,0,1,1,3,0,1,1,1,1,2,1,1,2,0,0,0,0,2,2,0,2,0,1,2,1,2,0
13,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,2,3,4,0,1,0,2,2,2,3,1,2,2,1,0,3,3,1,0,2,2,0,0,1,3,2,2,2,3,4,2,3,1,0,1,2,2,1,3,3,3,2,4,5,1,2,1,4,0,0,0,2,0,0,1,1,1
13,12,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,2,2,1,1,2,2,1,6,9,6,4,2,8,7,2,3,2,6,2,4,3,6,7,5,1,4,3,2,7,2,2,4,7,8,8,4,7,7,2,6,2,2,10,6,14,2,5,5,7,13,12,13,6,13,6,12,5,9,5,8,6,4,2,6,4,0
13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,3,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,1,0,3,1,2,0,3,2,2,2,1,3,2,1,1,0,2,4,1,4,3,0,1,1,1,4,3,3,3,0,2,1,0,1,0,0,1,0
13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,2,0,0,2,1,0,2,0,2,2,0,0,0,1,1,2,1,1,1,3,2,2,0,0,0,3,1,2,1,6,4,2,6,2,5,4,6,5,6,2,0,3,1,5,3,1,2,2,3,0
13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,0,0,0,1,0,3,0,0,1,1,2,1,0,0,1,1,2,0,0,2,0,0,0,0,1,0,0
13,16,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,2,4,2,5,1,3,4,4,2,2,1,2,2,1,2,0,0,0,0,1,2,1,1,3,1,3,0,1,0,2,1,2,0,0,1,5,2,2,4,3,2,2,3,2,2,3,2,4,1,1,0,1,1,0,0,1,0,0,1,0,0
13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,1,0,1,2,2,0,0,1,1,0,1,0,1,2,5,0,2,2,3,0,1,0,1,1,1,2,1,0,1,1,0,1,2,3,0,1,1,2,2,4,2,1,2,1,4,2,0,1,1,0,2,1,0
13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,2,5,1,1,4,7,2,5,1,4,1,0,2,2,1,2,1,2,1,1,2,3,2,3,2,1,2,2,6,1,3,2,3,3,1,3,3,4,3,4,2,2,3,1,3,8,2,3,3,1,0,2,1,3,0,1,0,1,0
13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,2,0,3,1,3,2,1,1,3,2,3,3,3,0,2,2,2,0,1,0,5,4,1,3,4,4,5,4,1,7,8,5,8,4,4,2,6,4,5,7,6,5,4,2,4,5,1,0,0,1,2,3,3,1,0
13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,2,0,3,1,1,2,4,2,4,3,4,5,4,8,4,4,2,2,4,4,3,5,4,4,3,3,2,5,2,9,7,3,5,3,6,1,8,7,6,10,5,13,9,8,13,5,6,4,10,4,4,4,4,5,5,2,1
13,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,2,1,1,4,5,3,3,3,8,6,8,9,8,7,7,3,5,4,7,2,4,5,1,1,2,3,0,5,0,1,2,3,3,5,2,4,4,2,1,1,3,1,4,3,2,4,1,2,2,3,1,3,1,0,2,3,1,1,1,1,0,1,1,0,0
13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,2,0,1,2,1,2,0,2,1,2,0,0,0,2,2,1,2,3,0,0,1,0,1,1,2,0,3,2,3,3,0,4,4,2,3,1,2,1,3,1,3,4,2,0,0,0,2,1,1,0,0
13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,0,3,2,1,0,5,6,2,4,0,1,1,0,1,1,1,1,1,2,1,1,0,2,0,1,0,1,1,0,2,1,0,0,2,1,1,0,2,4,0,1,2,1,1,0,2,2,4,2,0,0,0,0,0,0,3,0,0,0,0
13,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,2,0,1,4,3,6,1,4,1,2,1,3,2,2,0,1,2,2,0,3,2,4,2,2,6,0,2,1,2,1,1,3,1,0,3,0,3,1,6,1,3,1,4,1,5,3,2,1,4,2,3,1,2,2,2,0,2,0,0,0,0
13,25,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,1,2,6,4,4,4,4,4,8,4,3,10,6,5,2,9,5,5,4,3,5,5,2,1,3,3,0,2,1,1,5,1,2,1,3,4,2,1,2,1,1,2,2,3,3,2,0,3,1,2,2,1,0,0,1,3,0,2,2,0,0,0,2,1,0
13,26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,4,3,2,3,12,5,12,9,12,15,11,15,13,15,10,6,12,11,5,8,3,7,4,8,4,6,7,8,5,6,2,2,7,5,6,2,2,6,3,2,2,3,3,5,3,7,4,4,0,2,1,0,5,3,6,3,2,0,0,2,4,2,2,1,0,0
13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,2,0,2,0,3,1,2,0,1,2,1,2,1,0,0,0,4,1,1,1,1,4,0,1,0,1,4,2,0,4,3,5,3,1,3,3,6,2,3,1,2,2,2,3,0,1,1,1,0
13,28,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,3,0,1,2,2,2,8,5,7,6,7,10,9,11,7,4,11,5,5,6,8,10,4,8,5,7,9,7,7,5,9,5,8,7,7,8,5,8,3,11,5,5,8,6,9,12,10,10,8,6,13,12,9,11,5,13,5,6,5,7,7,7,4,3,1
13,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,2,2,0,1,2,5,2,7,1,7,2,3,5,1,5,4,2,1,3,1,1,5,3,2,4,1,0,1,0,2,0,2,1,3,2,2,1,0,3,2,0,0,1,1,3,2,1,1,4,2,1,0,0,0,0,1,1,0,1,0,0,2,0,0
13,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,2,7,13,16,15,11,13,29,25,27,15,21,17,9,20,13,15,13,5,8,4,7,4,7,6,7,3,8,11,4,8,9,10,5,9,5,7,10,8,3,2,8,3,5,4,4,5,6,5,1,7,3,1,7,3,5,1,1,3,0,3,0,1,0
15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,2,1,0,0
16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
